link,Oferta od,Kategoria,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Kraj pochodzenia,Zarejestrowany w Polsce,Bezwypadkowy,Stan,Cena
https://www.otomoto.pl/oferta/volkswagen-golf-1-6mpi-sport-line-jeden-wlasciciel-bezwypadkowy-ID6Fk7IN.html,Osoby prywatnej,Osobowe,V (2003-2009),2005,189500,1595.0,Benzyna,102.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,15800
https://www.otomoto.pl/oferta/volkswagen-golf-115-koni-dsg-ladny-stan-1wl-salon-pl-fv23-we622vr-ID6EMdzW.html,Firmy,Osobowe,VII (2012-2020),2018,104000,1598.0,Diesel,115.0,Automatyczna,Na przednie koła,4.1,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,68900
https://www.otomoto.pl/oferta/volkswagen-golf-150-koni-oryginal-lakier-1wl-salon-pl-fv23-we323yl-ID6EYrfb.html,Firmy,Osobowe,VII (2012-2020),2020,182000,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.6,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,67900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6tdi115km-climatronic-fabryczny-lakier-alu-salonpl-1wl-2020-fv23-ID6Fk6Wt.html,Firmy,Osobowe,VII (2012-2020),2020,180000,1598.0,Diesel,115.0,Manualna,Na przednie koła,4.6,Kompakt,5.0,5.0,Biały,Polska,Tak,Tak,Używane,56999
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-dsg-tylko-53-tysiecy-przebiegu-wersja-match-kamera-2020-model-ID6Fhw4U.html,Osoby prywatnej,Osobowe,VII (2012-2020),2020,54022,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.1,Kompakt,5.0,5.0,Szary,Inne,Nie,Tak,Używane,80000
https://www.otomoto.pl/oferta/volkswagen-golf-r-line-1-5-tsi-150-dsg-i-kwartal-ID6FgIod.html,Firmy,Osobowe,VIII (2020-),2023,8,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.928000000000002,Kompakt,5.0,5.0,Żółty,Polska,Nie,Tak,Nowe,169900
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-130km-highline-salon-polska-i-wlasciciel-serwis-aso-fv23-ID6FiPzn.html,Firmy,Osobowe,VII (2012-2020),2019,80000,1498.0,Benzyna,130.0,Manualna,Na przednie koła,8.0,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,79900
https://www.otomoto.pl/oferta/volkswagen-golf-idealny-stan-techniczny-ID6Fk5c5.html,Osoby prywatnej,Osobowe,IV (1997-2006),2001,300000,1896.0,Diesel,100.0,Manualna,Na przednie koła,6.0,Kompakt,3.0,5.0,Czarny,Niemcy,Tak,Tak,Używane,9000
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-b-122-km-klima-alu-tempomat-oplacone-ID6F6sSb.html,Osoby prywatnej,Osobowe,V (2003-2009),2008,194000,1395.0,Benzyna,122.0,Manualna,Na przednie koła,6.0,Kompakt,5.0,5.0,Srebrny,Inne,Nie,Tak,Używane,18900
https://www.otomoto.pl/oferta/volkswagen-golf-150-koni-ladny-stan-1wl-salon-pl-fv23-we704yl-ID6EYq5J.html,Firmy,Osobowe,VII (2012-2020),2020,180000,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.6,Kombi,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,67900
https://www.otomoto.pl/oferta/volkswagen-golf-grzane-fotele-i-lusterka-tempomat-klimatyzacja-gwarancja-bezwypadek-ID6F7gUZ.html,Firmy,Osobowe,VII (2012-2020),2014,189736,1598.0,Diesel,105.0,Manualna,Na przednie koła,6.164663461538455,Kombi,5.0,5.0,Srebrny,Niemcy,Tak,Tak,Używane,39999
https://www.otomoto.pl/oferta/volkswagen-golf-7-fl-gti-2-0tsi-245km-dsg-1rej2020-led-nav-keyless-kamera-acc210-18-ID6FfhSR.html,Firmy,Osobowe,VII (2012-2020),2019,74674,1984.0,Benzyna,245.0,Automatyczna,Na przednie koła,6.21623931623932,Kompakt,5.0,5.0,Biały,Polska,Tak,Tak,Używane,114900
https://www.otomoto.pl/oferta/volkswagen-golf-gti-2-0-tsi-245-km-dsg-harman-kardon-ID6FblY3.html,Firmy,Osobowe,VIII (2020-),2023,5,1984.0,Benzyna,245.0,Automatyczna,Na przednie koła,6.21623931623932,Kompakt,5.0,5.0,Biały,Polska,Nie,Tak,Nowe,190900
https://www.otomoto.pl/oferta/volkswagen-golf-7-fl-var-highline-1-5tsi-150km-dsg-1rej2019-topled-nav-rearassist-17-ID6FaL7u.html,Firmy,Osobowe,VII (2012-2020),2018,49494,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.928000000000002,Kombi,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,99900
https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-vii-variant-comfortline-1-4-tsi-150-km-2015-r-salon-polska-ID6Fk0wp.html,Osoby prywatnej,Osobowe,VII (2012-2020),2015,230000,1395.0,Benzyna,150.0,Manualna,Na przednie koła,6.7,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,48500
https://www.otomoto.pl/oferta/volkswagen-golf-ID6EOq2g.html,Osoby prywatnej,Osobowe,VII (2012-2020),2016,241400,1598.0,Diesel,110.0,Automatyczna,Na przednie koła,4.5,Kombi,5.0,5.0,Biały,Inne,Tak,Tak,Używane,39900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-variant-vi-2010-highline-pierwszy-wlasciciel-ID6FdhPC.html,Osoby prywatnej,Osobowe,VI (2008-2013),2010,279311,1598.0,Diesel,105.0,Manualna,Na przednie koła,5.0,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,21900
https://www.otomoto.pl/oferta/volkswagen-golf-vii-1-6-tdi-comfortline-bluemotion-ID6Fic1K.html,Firmy,Osobowe,VII (2012-2020),2015,232560,1598.0,Diesel,110.0,Manualna,Na przednie koła,3.9,Kombi,5.0,5.0,Biały,Inne,Nie,Tak,Używane,38999
https://www.otomoto.pl/oferta/volkswagen-golf-life-1-5-tsi-evo-130-km-kwiecien-2023-plichta-gdansk-ID6FiXqg.html,Firmy,Osobowe,VIII (2020-),2023,5,1498.0,Benzyna,130.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Szary,Polska,Nie,Tak,Nowe,126900
https://www.otomoto.pl/oferta/volkswagen-golf-life-1-5-tsi-130-km-kwiecien-2023-plichta-gdansk-ID6FiXkE.html,Firmy,Osobowe,VIII (2020-),2023,5,1498.0,Benzyna,130.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Czarny,Polska,Nie,Tak,Nowe,126900
https://www.otomoto.pl/oferta/volkswagen-golf-115-koni-oryginal-lakier-ladny-stan-1wl-salon-pl-fv23-we155tu-ID6F0Wop.html,Firmy,Osobowe,VII (2012-2020),2018,139000,1598.0,Diesel,115.0,Manualna,Na przednie koła,4.7,Kombi,5.0,5.0,Niebieski,Polska,Tak,Tak,Używane,58900
https://www.otomoto.pl/oferta/volkswagen-golf-oryginal-lak-fv23-salonpl-tsi-115km-led-pakiet-business-gwarancja-ID6FhbrS.html,Firmy,Osobowe,VII (2012-2020),2020,133000,999.0,Benzyna,115.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,54900
https://www.otomoto.pl/oferta/volkswagen-golf-1-4i-16vklimaoplaconyserwisowanybrak-rdzy-ID6Ff9Vj.html,Osoby prywatnej,Osobowe,V (2003-2009),2005,198121,1390.0,Benzyna,75.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Srebrny,Niemcy,Nie,Tak,Używane,14900
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-comfortline-bmt-salon-polska-serwis-aso-xenon-bi-xenon-ID6FiUao.html,Firmy,Osobowe,VII (2012-2020),2016,109266,1390.0,Benzyna,125.0,Manualna,Na przednie koła,7.190939597315435,Kombi,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,56999
https://www.otomoto.pl/oferta/volkswagen-golf-1-0-tsi-90-km-marzec-2023-plichta-gdansk-ID6Fi6NW.html,Firmy,Osobowe,VIII (2020-),2023,5,999.0,Benzyna,90.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Niebieski,Polska,Nie,Tak,Nowe,102900
https://www.otomoto.pl/oferta/volkswagen-golf-oplacony-klimatyzacja-ID6Ffoft.html,Osoby prywatnej,Osobowe,IV (1997-2006),2000,298000,1598.0,Benzyna,105.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Inny kolor,Niemcy,Nie,Tak,Używane,7500
https://www.otomoto.pl/oferta/volkswagen-golf-130-koni-oryginal-lakier-1wl-salon-pl-fv23-wpr3838g-ID6F241y.html,Firmy,Osobowe,VII (2012-2020),2019,78000,1498.0,Benzyna,130.0,Automatyczna,Na przednie koła,6.1,Kombi,5.0,5.0,Granatowy,Polska,Tak,Tak,Używane,79900
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-comfortline-salon-polska-1-wlasciciel-serwis-aso-ID6FiSSo.html,Firmy,Osobowe,VII (2012-2020),2017,152401,1390.0,Benzyna,125.0,Manualna,Na przednie koła,7.190939597315435,Kombi,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,58000
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-salon-polska-serwis-aso-vat-23-klima-tempomat-ID6FiRMS.html,Firmy,Osobowe,VII (2012-2020),2018,111932,1598.0,Diesel,115.0,Manualna,Na przednie koła,6.164663461538455,Kombi,5.0,5.0,Srebrny,Polska,Tak,Tak,Używane,56000
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-salon-polska-1-wlasciciel-serwis-aso-automat-navi-ID6FiRyg.html,Firmy,Osobowe,VII (2012-2020),2019,41027,1498.0,Benzyna,130.0,Automatyczna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Biały,Polska,Tak,Tak,Używane,86999
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-1-6-tdi-bmt-comfortline-bogate-wyposazenie-ID6FjJEM.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,156000,1598.0,Diesel,115.0,Manualna,Na przednie koła,6.164663461538455,Kombi,5.0,5.0,Bordowy,Niemcy,Tak,Tak,Używane,59900
https://www.otomoto.pl/oferta/volkswagen-golf-1-2-tsi-salon-polska-serwis-aso-xenon-bi-xenon-klimatronic-ID6FjJve.html,Firmy,Osobowe,VII (2012-2020),2016,124520,1197.0,Benzyna,110.0,Manualna,Na przednie koła,7.190939597315435,Kombi,5.0,5.0,Biały,Polska,Tak,Tak,Używane,47499
https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-6-2-0-tdi-140km-highline-ID6FjJ3y.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,295000,1968.0,Diesel,140.0,Manualna,Na przednie koła,6.0,Kompakt,5.0,5.0,Czerwony,Polska,Tak,Tak,Używane,24990
https://www.otomoto.pl/oferta/volkswagen-golf-volksvagen-golf-mk7-gti-ID6FjHEy.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,89500,1984.0,Benzyna,220.0,Automatyczna,Na przednie koła,8.0,Kompakt,5.0,5.0,Czerwony,Inne,Tak,Tak,Używane,89900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-mpi-klimatronik-elektryczne-szyby-opony-wielosezonowe-ID6Ff6sE.html,Osoby prywatnej,Osobowe,V (2003-2009),2007,179000,1595.0,Benzyna,102.0,Manualna,Na przednie koła,7.0,Kompakt,5.0,5.0,Szary,Niemcy,Nie,Tak,Używane,18900
https://www.otomoto.pl/oferta/volkswagen-golf-polski-salon-2-kpl-opon-climatronic-tempomat-gwarancja-bezwypadek-ID6FiNOE.html,Firmy,Osobowe,VI (2008-2013),2013,208100,1598.0,Diesel,105.0,Manualna,Na przednie koła,5.0,Kombi,5.0,5.0,Srebrny,Polska,Tak,Tak,Używane,29999
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-vi-diesel-2011-ID6EWKLr.html,Osoby prywatnej,Osobowe,VI (2008-2013),2011,180000,1598.0,Diesel,105.0,Manualna,Na przednie koła,5.7,Kombi,5.0,5.0,Srebrny,Niemcy,Tak,Tak,Używane,25900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6mpi-8-zaworow-piekny-ID6FjHbD.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,183000,1595.0,Benzyna,102.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,29900
https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-v-1-6mpi-102km-united-klima-alu15-pdc-calyoryginal-ID6FjdLS.html,Osoby prywatnej,Osobowe,V (2003-2009),2008,220000,1595.0,Benzyna,102.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Niebieski,Niemcy,Nie,Tak,Używane,20700
https://www.otomoto.pl/oferta/volkswagen-golf-gwarancja-fv23-salonpl-1wl-tsi-115km-led-pakiet-business-ID6FiLUv.html,Firmy,Osobowe,VII (2012-2020),2020,98000,999.0,Benzyna,115.0,Manualna,Na przednie koła,5.5,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,55900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-kombi-vii-r-line-1-5-benzyna-dsg-ID6F5vhg.html,Osoby prywatnej,Osobowe,VII (2012-2020),2018,121000,1498.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.5,Kombi,5.0,5.0,Biały,Polska,Tak,Tak,Używane,86900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-115km-comfortline-salon-pl-serwis-aso-pierwszy-wlasciciel-fv23-ID6Fh0qN.html,Firmy,Osobowe,VII (2012-2020),2018,100858,1598.0,Diesel,115.0,Manualna,Na przednie koła,6.164663461538455,Kombi,5.0,5.0,Niebieski,Polska,Tak,Tak,Używane,66900
https://www.otomoto.pl/oferta/volkswagen-golf-2-komplety-kol-czujniki-android-tempomat-alu-gwarancja-bezwypadek-ID6Fh0ox.html,Firmy,Osobowe,VI (2008-2013),2010,194500,1598.0,Diesel,105.0,Manualna,Na przednie koła,6.164663461538455,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,35999
https://www.otomoto.pl/oferta/volkswagen-golf-tsi-1-4-benzyna-120-km-wersja-haighline-salon-polska-ID6EXkHn.html,Osoby prywatnej,Osobowe,VI (2008-2013),2010,245100,1390.0,Benzyna,122.0,Manualna,Na przednie koła,8.0,Kompakt,5.0,5.0,Szary,Polska,Nie,Tak,Używane,21900
https://www.otomoto.pl/oferta/volkswagen-golf-sprzedam-volkswagen-golf-vi-highline-ID6EPYzN.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,217000,1390.0,Benzyna,122.0,Manualna,Na przednie koła,8.0,Kombi,5.0,5.0,Srebrny,Inne,Tak,Tak,Używane,24400
https://www.otomoto.pl/oferta/volkswagen-golf-gtd-bardzo-zadbany-bixenon-led-szyberdach-dcc-dynaudio-8xalu-lato-zima-ID6FjEGt.html,Osoby prywatnej,Osobowe,VI (2008-2013),2011,153000,1968.0,Diesel,170.0,Manualna,Na przednie koła,6.5,Kompakt,5.0,5.0,Czarny,Niemcy,Tak,Tak,Używane,50900
https://www.otomoto.pl/oferta/volkswagen-golf-wv-golf-5-2-0-sdi-pancerny-silnik-klima-alu-ID6FjD2T.html,Osoby prywatnej,Osobowe,V (2003-2009),2004,242000,1968.0,Diesel,75.0,Manualna,Na przednie koła,6.0,Kompakt,3.0,5.0,Żółty,Polska,Tak,Tak,Używane,9999
https://www.otomoto.pl/oferta/volkswagen-golf-vi-tsi-2011-rok-5-drzwi-przeb-151-tys-km-100-bezwypadkowy-igielka-ID6FjCJ2.html,Osoby prywatnej,Osobowe,VI (2008-2013),2011,151000,1197.0,Benzyna,105.0,Manualna,Na przednie koła,6.0,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,25900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-2-0-tsi-gti-dsg-cesja-leasingu-ID6FjCwd.html,Osoby prywatnej,Osobowe,VIII (2020-),2021,30100,1984.0,Benzyna,245.0,Automatyczna,Na przednie koła,6.21623931623932,Kompakt,5.0,5.0,Czerwony,Polska,Tak,Tak,Używane,177207
https://www.otomoto.pl/oferta/volkswagen-golf-vi-1-4-122km-2xpdc-grzane-fotel-alu-2xclimatronic-super-stan-z-niemiec-ID6FjAt0.html,Osoby prywatnej,Osobowe,V (2003-2009),2009,152000,1390.0,Benzyna,122.0,Manualna,Na przednie koła,8.3,Kombi,5.0,5.0,Szary,Niemcy,Nie,Tak,Używane,19990
https://www.otomoto.pl/oferta/volkswagen-golf-vi-full-opcja-1-6-mpi-dsg-skora-ID6FjzVc.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,198321,1595.0,Benzyna,102.0,Automatyczna,Na przednie koła,11.0,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,26400
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-iv-1-9-tdi-specjal-zadbany-ID6FjzKn.html,Osoby prywatnej,Osobowe,IV (1997-2006),2002,375363,1896.0,Diesel,100.0,Manualna,Na przednie koła,6.0,Kompakt,5.0,5.0,Czarny,Niemcy,Tak,Tak,Używane,8900
https://www.otomoto.pl/oferta/volkswagen-golf-1-9tdi-ID6FjzjY.html,Osoby prywatnej,Osobowe,V (2003-2009),2009,237000,1896.0,Diesel,105.0,Manualna,Na przednie koła,6.164663461538455,Kompakt,5.0,5.0,Biały,Inne,Nie,Tak,Używane,17900
https://www.otomoto.pl/oferta/volkswagen-golf-salonpl-fv23-1wl-tsi-115km-led-pakiet-business-gwarancja-ID6FhNiI.html,Firmy,Osobowe,VII (2012-2020),2020,94000,999.0,Benzyna,115.0,Manualna,Na przednie koła,5.5,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,56900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-vii-1-4-tsi-bmt-highline-ID6FewqJ.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,97500,1395.0,Benzyna,150.0,Automatyczna,Na przednie koła,6.0,Kombi,5.0,5.0,Czarny,Inne,Tak,Tak,Używane,76900
https://www.otomoto.pl/oferta/volkswagen-golf-100-bezwypadkowy-dsg-z-polskiego-salonu-pelna-historia-serwisowavw-aso-ID6Fjz1s.html,Osoby prywatnej,Osobowe,VII (2012-2020),2015,87550,1395.0,Benzyna,122.0,Automatyczna,Na przednie koła,6.0,Kompakt,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,65500
https://www.otomoto.pl/oferta/volkswagen-golf-salonpl-fv23-1wl-tsi-115km-led-pakiet-business-gwarancja-ID6FjyvF.html,Firmy,Osobowe,VII (2012-2020),2020,91000,999.0,Benzyna,115.0,Manualna,Na przednie koła,5.5,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,57900
https://www.otomoto.pl/oferta/volkswagen-golf-salon-pl-auto-jak-nowe-stan-idealny-ID6FjyvC.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,175400,1395.0,Benzyna,150.0,Manualna,Na przednie koła,6.0,Kombi,5.0,5.0,Biały,Polska,Tak,Tak,Używane,65900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6mpifabryczny-stanpiekny-ID6Fjyf1.html,Osoby prywatnej,Osobowe,V (2003-2009),2008,203400,1595.0,Benzyna,102.0,Manualna,Na przednie koła,9.0,Kompakt,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,22900
https://www.otomoto.pl/oferta/volkswagen-golf-2019rok-benzyna-salon-polska-ID6FjfNR.html,Osoby prywatnej,Osobowe,VII (2012-2020),2019,93500,999.0,Benzyna,115.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Biały,Polska,Nie,Tak,Używane,57000
https://www.otomoto.pl/oferta/volkswagen-golf-150-koni-bardzo-dobry-stan-1wl-salon-pl-fv23-we327pr-ID6FgQrW.html,Firmy,Osobowe,VII (2012-2020),2017,185000,1395.0,Benzyna,150.0,Manualna,Na przednie koła,6.0,Kombi,5.0,5.0,Szary,Polska,Tak,Tak,Używane,49900
https://www.otomoto.pl/oferta/volkswagen-golf-pierwszy-wlasciciel-stan-idealny-rzadki-egzemplarz-ID6Fjvso.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,33600,1395.0,Benzyna,125.0,Manualna,Na przednie koła,6.0,Kompakt,5.0,5.0,Srebrny,Polska,Tak,Tak,Używane,98000
https://www.otomoto.pl/oferta/volkswagen-golf-2-0tdi-150kmdsgnavipdcbezwypadkowyserwisowanymegastanzobacz-ID6FeZiF.html,Osoby prywatnej,Osobowe,VII (2012-2020),2013,263000,1968.0,Diesel,150.0,Automatyczna,Na przednie koła,5.0,Kombi,5.0,5.0,Czarny,Niemcy,Nie,Tak,Używane,38800
https://www.otomoto.pl/oferta/volkswagen-golf-klimatronik-halogeny-serwisowany-piekny-stan-ID6F6nTx.html,Osoby prywatnej,Osobowe,VI (2008-2013),2010,166000,1197.0,Benzyna,105.0,Manualna,Na przednie koła,7.0,Kompakt,5.0,5.0,Niebieski,Niemcy,Nie,Tak,Używane,26900
https://www.otomoto.pl/oferta/volkswagen-golf-comfortline-salon-pl-fv23-aso-i-wl-ID6FfMRt.html,Firmy,Osobowe,VII (2012-2020),2019,190875,1598.0,Diesel,115.0,Manualna,Na przednie koła,6.164663461538455,Kombi,5.0,5.0,Biały,Polska,Tak,Tak,Używane,49900
https://www.otomoto.pl/oferta/volkswagen-golf-salonpl-fv23-1wl-tsi-115km-led-pakiet-business-gwarancja-ID6Fiqfh.html,Firmy,Osobowe,VII (2012-2020),2020,91000,999.0,Benzyna,115.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,57900
https://www.otomoto.pl/oferta/volkswagen-golf-fv23-salonpl-tsi-115km-led-pakiet-business-gwarancja-ID6FioV6.html,Firmy,Osobowe,VII (2012-2020),2020,129000,999.0,Benzyna,115.0,Manualna,Na przednie koła,7.190939597315435,Kompakt,5.0,5.0,Szary,Polska,Tak,Tak,Używane,54900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-kombi-1-6tdi-fotele-ergo-skora-masaz-bi-xenon-salon-pl-ID6ETVOz.html,Osoby prywatnej,Osobowe,VII (2012-2020),2014,280000,1598.0,Diesel,105.0,Manualna,Na przednie koła,4.9,Kombi,5.0,5.0,Srebrny,Polska,Tak,Tak,Używane,39350
https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-2-0-tsi-gti-245km-dsg-cesja-lesingu-dla-firm-ID6Fj5Zf.html,Osoby prywatnej,Osobowe,VIII (2020-),2021,32038,1984.0,Benzyna,245.0,Automatyczna,Na przednie koła,6.21623931623932,Kompakt,5.0,5.0,Czarny,Polska,Tak,Tak,Używane,167280
https://www.otomoto.pl/oferta/volkswagen-golf-klima-alu-serwis-zamiana-ID6Fkd4a.html,Firmy,Osobowe,V (2003-2009),2007,207123,1968.0,Diesel,140.0,Manualna,Na przednie koła,7.0,Kombi,5.0,5.0,Czarny,Inne,Nie,Tak,Używane,18800
https://www.otomoto.pl/oferta/volkswagen-golf-legendarny-golf-2-1-6td-ID6FfJpz.html,Osoby prywatnej,Osobowe,II (1983-1992),1991,307600,1588.0,Diesel,60.0,Manualna,Na przednie koła,6.164663461538455,Kompakt,3.0,5.0,Biały,Inne,Nie,Tak,Używane,3999
https://www.otomoto.pl/oferta/volkswagen-golf-1-9-tdi-niemcy-sportline-serwis-alusy-19-nawigacja-klima-automatyczna-ID6FiaYo.html,Osoby prywatnej,Osobowe,V (2003-2009),2009,238400,1896.0,Diesel,105.0,Manualna,Na przednie koła,6.0,Kombi,5.0,5.0,Szary,Niemcy,Nie,Tak,Używane,18900
